external_question_id,specialty_raw,normalized_specialty_slug,normalized_specialty_title,topic_raw,normalized_topic_label,normalized_topic_slug,mapped_specialty_slug,mapped_curriculum_node_slug,canonical_topic_node_id,mapping_confidence,needs_review,review_reason,suggested_action,mapping_method,review_override_reason,review_group_key,row_number
OBQ04-195,Basic Science,basic-science,Basic Science,Molecular Biology Basics,Molecular Biology Basics,molecular-biology-basics,basic-science,basic-science-molecular-biology-basics,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::basic-science::molecular-biology-basics::accepted,97
OBQ04-196,Recon,recon,Recon,Wear & Osteolysis Basic Science,Wear & Osteolysis Basic Science,wear-and-osteolysis-basic-science,recon,recon-wear-and-osteolysis-basic-science,,0.970,FALSE,,Accepted via manual review override.,reviewed,manually_reviewed_valid_topic,orthobullets::recon::wear-and-osteolysis-basic-science::accepted,98
OBQ04-198.1,Basic Science,basic-science,Basic Science,Legal Considerations in Orthopaedic Practice,Legal Considerations in Orthopaedic Practice,legal-considerations-in-orthopaedic-practice,basic-science,basic-science-legal-considerations-in-orthopaedic-practice,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::basic-science::legal-considerations-in-orthopaedic-practice::accepted,99
OBQ04-199,Basic Science,basic-science,Basic Science,Molecular Biology Basics,Molecular Biology Basics,molecular-biology-basics,basic-science,basic-science-molecular-biology-basics,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::basic-science::molecular-biology-basics::accepted,100
OBQ04-2,Recon,recon,Recon,TKA in Patella Baja (Prior HTO),TKA in Patella Baja (Prior HTO),tka-in-patella-baja-prior-hto,recon,recon-tka-in-patella-baja-prior-hto,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::recon::tka-in-patella-baja-prior-hto::accepted,101
OBQ04-20,Basic Science,basic-science,Basic Science,Articular Cartilage,Articular Cartilage,articular-cartilage,basic-science,basic-science-articular-cartilage,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::basic-science::articular-cartilage::accepted,102
OBQ04-200,Trauma,trauma,Trauma,Tibial Shaft Fractures,Tibial Shaft Fractures,tibial-shaft-fractures,trauma,trauma-tibial-shaft-fractures,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::trauma::tibial-shaft-fractures::accepted,103
OBQ04-201,Pediatrics,pediatrics,Pediatrics,Larsen's Syndrome,Larsen's Syndrome,larsen-s-syndrome,pediatrics,pediatrics-larsen-s-syndrome,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::pediatrics::larsen-s-syndrome::accepted,104
OBQ04-202,Basic Science,basic-science,Basic Science,Material Properties,Material Properties,material-properties,basic-science,basic-science-material-properties,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::basic-science::material-properties::accepted,105
OBQ04-203,Pediatrics,pediatrics,Pediatrics,Friedreich's Ataxia,Friedreich's Ataxia,friedreich-s-ataxia,pediatrics,pediatrics-friedreich-s-ataxia,,0.980,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::pediatrics::friedreich-s-ataxia::accepted,106
OBQ04-204,Trauma,trauma,Trauma,Femoral Shaft Fractures,Femoral Shaft Fractures,femoral-shaft-fractures,trauma,trauma-femoral-shaft-fractures,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::trauma::femoral-shaft-fractures::accepted,107
OBQ04-205,Spine,spine,Spine,Cervical Myelopathy,Cervical Myelopathy,cervical-myelopathy,spine,spine-cervical-myelopathy,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::spine::cervical-myelopathy::accepted,108
OBQ04-206,Pediatrics,pediatrics,Pediatrics,Femoral Shaft Fractures - Pediatric,Femoral Shaft Fractures - Pediatric,femoral-shaft-fractures-pediatric,pediatrics,pediatrics-femoral-shaft-fractures-pediatric,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::pediatrics::femoral-shaft-fractures-pediatric::accepted,109
OBQ04-207,Spine,spine,Spine,Cervical Myelopathy Tibial Shaft Fractures -,Cervical Myelopathy Tibial Shaft Fractures - ,cervical-myelopathy-tibial-shaft-fractures,spine,spine-cervical-myelopathy-tibial-shaft-fractures,,0.980,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::spine::cervical-myelopathy-tibial-shaft-fractures::accepted,110
OBQ04-209,Basic Science,basic-science,Basic Science,Rehab & Prosthetics,Rehab & Prosthetics,rehab-and-prosthetics,basic-science,basic-science-rehab-and-prosthetics,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::basic-science::rehab-and-prosthetics::accepted,111
OBQ04-21,Hand,hand,Hand,Hook Hamate Fracture,Hook Hamate Fracture,hook-hamate-fracture,hand,hand-hook-hamate-fracture,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::hand::hook-hamate-fracture::accepted,112
OBQ04-210,Hand,hand,Hand,Carpal Tunnel Syndrome,Carpal Tunnel Syndrome,carpal-tunnel-syndrome,hand,hand-carpal-tunnel-syndrome,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::hand::carpal-tunnel-syndrome::accepted,113
OBQ04-211,Pediatrics,pediatrics,Pediatrics,Charcot-Marie-Tooth Disease,Charcot - Marie - Tooth Disease,charcot-marie-tooth-disease,pediatrics,pediatrics-charcot-marie-tooth-disease,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::pediatrics::charcot-marie-tooth-disease::accepted,114
OBQ04-212,Knee & Sports,knee-sports,Knee & Sports,ACL Tear,ACL Tear,acl-tear,knee-sports,knee-sports-acl-tear,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::knee-sports::acl-tear::accepted,115
OBQ04-213,Approaches,,,Ilioinguinal Approach to the Acetabulum,Ilioinguinal Approach to the Acetabulum,ilioinguinal-approach-to-the-acetabulum,,,,0.590,TRUE,Specialty could not be normalized confidently.,Review specialty mapping manually.,import_rule,,orthobullets::unknown::ilioinguinal-approach-to-the-acetabulum::source_anomaly,116
OBQ04-214,Approaches,,,Dorsal Approach to Radius (Thompson),Dorsal Approach to Radius (Thompson),dorsal-approach-to-radius-thompson,,,,0.590,TRUE,Specialty could not be normalized confidently.,Review specialty mapping manually.,import_rule,,orthobullets::unknown::dorsal-approach-to-radius-thompson::source_anomaly,117
OBQ04-215,Pediatrics,pediatrics,Pediatrics,Developmental Dysplasia the Hip (DDH),Developmental Dysplasia the Hip (DDH),developmental-dysplasia-the-hip-ddh,pediatrics,pediatrics-developmental-dysplasia-the-hip-ddh,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::pediatrics::developmental-dysplasia-the-hip-ddh::accepted,118
OBQ04-216,Trauma,trauma,Trauma,Tibial Plafond Fractures,Tibial Plafond Fractures,tibial-plafond-fractures,trauma,trauma-tibial-plafond-fractures,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::trauma::tibial-plafond-fractures::accepted,119
OBQ04-217,Trauma,trauma,Trauma,Necrotizing Fasciitis,Necrotizing Fasciitis,necrotizing-fasciitis,trauma,trauma-necrotizing-fasciitis,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::trauma::necrotizing-fasciitis::accepted,120
OBQ04-218,Basic Science,basic-science,Basic Science,Anticoagulation Medications,Anticoagulation Medications,anticoagulation-medications,basic-science,basic-science-anticoagulation-medications,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::basic-science::anticoagulation-medications::accepted,121
OBQ04-219.1,Pathology,pathology,Pathology,Metastatic Disease Extremity,Metastatic Disease Extremity,metastatic-disease-extremity,pathology,pathology-metastatic-disease-extremity,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::pathology::metastatic-disease-extremity::accepted,122
OBQ04-22,Pathology,pathology,Pathology,Giant Cell Tumor,Giant Cell Tumor,giant-cell-tumor,pathology,pathology-giant-cell-tumor,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::pathology::giant-cell-tumor::accepted,123
OBQ04-220,Recon,recon,Recon,Hip Osteonecrosis,Hip Osteonecrosis,hip-osteonecrosis,recon,recon-hip-osteonecrosis,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::recon::hip-osteonecrosis::accepted,124
OBQ04-221,Shoulder & Elbow,shoulder-elbow,Shoulder & Elbow,Acromioclavicular Joint,Acromioclavicular Joint,acromioclavicular-joint,shoulder-elbow,shoulder-elbow-acromioclavicular-joint,,0.980,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::shoulder-elbow::acromioclavicular-joint::accepted,125
OBQ04-222,Recon,recon,Recon,TKA Polyethylene Wear & Manufacturing,TKA Polyethylene Wear & Manufacturing,tka-polyethylene-wear-and-manufacturing,recon,recon-tka-polyethylene-wear-and-manufacturing,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::recon::tka-polyethylene-wear-and-manufacturing::accepted,126
OBQ04-223,Trauma,trauma,Trauma,Femoral Neck Fractures,Femoral Neck Fractures,femoral-neck-fractures,trauma,trauma-femoral-neck-fractures,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::trauma::femoral-neck-fractures::accepted,127
OBQ04-224,Basic Science,basic-science,Basic Science,Thromboembolism (PE & DVT) Prophylaxis,Thromboembolism (PE & DVT) Prophylaxis,thromboembolism-pe-and-dvt-prophylaxis,basic-science,basic-science-thromboembolism-pe-and-dvt-prophylaxis,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::basic-science::thromboembolism-pe-and-dvt-prophylaxis::accepted,128
OBQ04-225,Pediatrics,pediatrics,Pediatrics,Supracondylar Fracture - Pediatric,Supracondylar Fracture - Pediatric,supracondylar-fracture-pediatric,pediatrics,pediatrics-supracondylar-fracture-pediatric,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::pediatrics::supracondylar-fracture-pediatric::accepted,129
OBQ04-226,Basic Science,basic-science,Basic Science,Juvenile Idiopathic Arthritis,Juvenile Idiopathic Arthritis,juvenile-idiopathic-arthritis,basic-science,basic-science-juvenile-idiopathic-arthritis,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::basic-science::juvenile-idiopathic-arthritis::accepted,130
OBQ04-227,Trauma,trauma,Trauma,Amputations,Amputations,amputations,trauma,trauma-amputations,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::trauma::amputations::accepted,131
OBQ04-228,Anatomy,anatomy,Anatomy,Biceps femoris short head,Biceps femoris short head,biceps-femoris-short-head,anatomy,anatomy-biceps-femoris-short-head,,0.980,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::anatomy::biceps-femoris-short-head::accepted,132
OBQ04-229,Trauma,trauma,Trauma,Humeral Shaft Nonunion,Humeral Shaft Nonunion,humeral-shaft-nonunion,trauma,trauma-humeral-shaft-nonunion,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::trauma::humeral-shaft-nonunion::accepted,133
OBQ04-23,Trauma,trauma,Trauma,Ankle Fractures,Ankle Fractures,ankle-fractures,trauma,trauma-ankle-fractures,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::trauma::ankle-fractures::accepted,134
OBQ04-230,Pediatrics,pediatrics,Pediatrics,Pediatric Abuse,Pediatric Abuse,pediatric-abuse,pediatrics,pediatrics-pediatric-abuse,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::pediatrics::pediatric-abuse::accepted,135
OBQ04-231,Basic Science,basic-science,Basic Science,Bone Remodeling,Bone Remodeling,bone-remodeling,basic-science,basic-science-bone-remodeling,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::basic-science::bone-remodeling::accepted,136
OBQ04-232,Recon,recon,Recon,THA Periprosthetic Fracture,THA Periprosthetic Fracture,tha-periprosthetic-fracture,recon,recon-tha-periprosthetic-fracture,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::recon::tha-periprosthetic-fracture::accepted,137
OBQ04-233,Trauma,trauma,Trauma,Distal Radius Malunion,Distal Radius Malunion,distal-radius-malunion,trauma,trauma-distal-radius-malunion,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::trauma::distal-radius-malunion::accepted,138
OBQ04-234,Pediatrics,pediatrics,Pediatrics,Physeal Considerations,Physeal Considerations,physeal-considerations,pediatrics,pediatrics-physeal-considerations,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::pediatrics::physeal-considerations::accepted,139
OBQ04-235,Trauma,trauma,Trauma,Amputations,Amputations,amputations,trauma,trauma-amputations,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::trauma::amputations::accepted,140
OBQ04-236,Shoulder & Elbow,shoulder-elbow,Shoulder & Elbow,SLAP Lesion,SLAP Lesion,slap-lesion,shoulder-elbow,shoulder-elbow-slap-lesion,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::shoulder-elbow::slap-lesion::accepted,141
OBQ04-239,Trauma,trauma,Trauma,Distal Humerus Fractures,Distal Humerus Fractures,distal-humerus-fractures,trauma,trauma-distal-humerus-fractures,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::trauma::distal-humerus-fractures::accepted,142
OBQ04-24,Trauma,trauma,Trauma,Septic Arthritis - Adult,Septic Arthritis - Adult,septic-arthritis-adult,trauma,trauma-septic-arthritis-adult,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::trauma::septic-arthritis-adult::accepted,143
OBQ04-240,Knee & Sports,knee-sports,Knee & Sports,ACL Tear,ACL Tear,acl-tear,knee-sports,knee-sports-acl-tear,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::knee-sports::acl-tear::accepted,144
OBQ04-241,Shoulder & Elbow,shoulder-elbow,Shoulder & Elbow,Rotator Cuff Tears,Rotator Cuff Tears,rotator-cuff-tears,shoulder-elbow,shoulder-elbow-rotator-cuff-tears,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::shoulder-elbow::rotator-cuff-tears::accepted,145
OBQ04-242,Pediatrics,pediatrics,Pediatrics,Hip Septic Arthritis - Pediatric,Hip Septic Arthritis - Pediatric,hip-septic-arthritis-pediatric,pediatrics,pediatrics-hip-septic-arthritis-pediatric,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::pediatrics::hip-septic-arthritis-pediatric::accepted,146
OBQ04-243,Trauma,trauma,Trauma,Ankle Fractures,Ankle Fractures,ankle-fractures,trauma,trauma-ankle-fractures,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::trauma::ankle-fractures::accepted,147
OBQ04-244,Recon,recon,Recon,THA Periprosthetic Fracture,THA Periprosthetic Fracture,tha-periprosthetic-fracture,recon,recon-tha-periprosthetic-fracture,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::recon::tha-periprosthetic-fracture::accepted,148
OBQ04-245,Basic Science,basic-science,Basic Science,Tendons,Tendons,tendons,basic-science,basic-science-tendons,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::basic-science::tendons::accepted,149
OBQ04-246,Knee & Sports,knee-sports,Knee & Sports,ACL Tear,ACL Tear,acl-tear,knee-sports,knee-sports-acl-tear,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::knee-sports::acl-tear::accepted,150
OBQ04-247,Basic Science,basic-science,Basic Science,Bisphosphonates,Bisphosphonates,bisphosphonates,basic-science,basic-science-bisphosphonates,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::basic-science::bisphosphonates::accepted,151
OBQ04-248,Hand,hand,Hand,Peripheral Nerve Injury & Repair,Peripheral Nerve Injury & Repair,peripheral-nerve-injury-and-repair,hand,hand-peripheral-nerve-injury-and-repair,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::hand::peripheral-nerve-injury-and-repair::accepted,152
OBQ04-249,Recon,recon,Recon,THA Sciatic Nerve Palsy,THA Sciatic Nerve Palsy,tha-sciatic-nerve-palsy,recon,recon-tha-sciatic-nerve-palsy,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::recon::tha-sciatic-nerve-palsy::accepted,153
OBQ04-25.1,Recon,recon,Recon,Unicompartmental Knee Replacement,Unicompartmental Knee Replacement,unicompartmental-knee-replacement,recon,recon-unicompartmental-knee-replacement,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::recon::unicompartmental-knee-replacement::accepted,154
OBQ04-250,Spine,spine,Spine,Incomplete Spinal Cord Injuries,Incomplete Spinal Cord Injuries,incomplete-spinal-cord-injuries,spine,spine-incomplete-spinal-cord-injuries,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::spine::incomplete-spinal-cord-injuries::accepted,155
OBQ04-251,Knee & Sports,knee-sports,Knee & Sports,Posterolateral Corner Injury,Posterolateral Corner Injury,posterolateral-corner-injury,knee-sports,knee-sports-posterolateral-corner-injury,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::knee-sports::posterolateral-corner-injury::accepted,156
OBQ04-252.1,Pathology,pathology,Pathology,Metastatic Disease Extremity,Metastatic Disease Extremity,metastatic-disease-extremity,pathology,pathology-metastatic-disease-extremity,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::pathology::metastatic-disease-extremity::accepted,157
OBQ04-253,Recon,recon,Recon,THA Implant Fixation,THA Implant Fixation,tha-implant-fixation,recon,recon-tha-implant-fixation,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::recon::tha-implant-fixation::accepted,158
OBQ04-254,Knee & Sports,knee-sports,Knee & Sports,Concussions (Mild Traumatic Brain Injury),Concussions (Mild Traumatic Brain Injury),concussions-mild-traumatic-brain-injury,knee-sports,knee-sports-concussions-mild-traumatic-brain-injury,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::knee-sports::concussions-mild-traumatic-brain-injury::accepted,159
OBQ04-255,Pediatrics,pediatrics,Pediatrics,Anterolateral Bowing & Congenital Pseudoarthrosis Tibia,Anterolateral Bowing & Congenital Pseudoarthrosis Tibia,anterolateral-bowing-and-congenital-pseudoarthrosis-tibia,pediatrics,pediatrics-anterolateral-bowing-and-congenital-pseudoarthrosis-tibia,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::pediatrics::anterolateral-bowing-and-congenital-pseudoarthrosis-tibia::accepted,160
OBQ04-256,Trauma,trauma,Trauma,Tibial Shaft Fractures,Tibial Shaft Fractures,tibial-shaft-fractures,trauma,trauma-tibial-shaft-fractures,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::trauma::tibial-shaft-fractures::accepted,161
OBQ04-257,Hand,hand,Hand,Peripheral Nerve Injury & Repair,Peripheral Nerve Injury & Repair,peripheral-nerve-injury-and-repair,hand,hand-peripheral-nerve-injury-and-repair,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::hand::peripheral-nerve-injury-and-repair::accepted,162
OBQ04-258,Knee & Sports,knee-sports,Knee & Sports,ACL Tear,ACL Tear,acl-tear,knee-sports,knee-sports-acl-tear,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::knee-sports::acl-tear::accepted,163
OBQ04-259,Recon,recon,Recon,Unicompartmental Knee Replacement,Unicompartmental Knee Replacement,unicompartmental-knee-replacement,recon,recon-unicompartmental-knee-replacement,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::recon::unicompartmental-knee-replacement::accepted,164
